Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
634b14a3-2035-3399-ae3c-f534e0ba7366,ef58ea08-d883-3957-8300-150554edc8fb,Niesha86 Ernser583,F,GENERAL PRACTICE,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,461
30a73382-a4b9-3073-a9ac-d617f98b1354,69176529-fd1f-3b3f-abce-a0a3626769eb,Florentino8 Schaden604,M,GENERAL PRACTICE,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,1368
8a134add-ccd6-3dfa-8f64-0d440150662b,5e765f2b-e908-3888-9fc7-df2cb87beb58,Beatriz277 West559,F,GENERAL PRACTICE,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,554
85991219-898a-39d9-9895-7604d21c56d5,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Williams176 Ryan260,M,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,387
fecd0119-9124-380a-a490-e0ecfd5d3466,e002090d-4e92-300e-b41e-7d1f21dee4c6,Shae705 Bednar518,F,GENERAL PRACTICE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,1818
68783bda-c050-347f-a400-f93e9d0050d6,ef6ab57c-ed94-3dbe-9861-812d515918b3,Trent525 Sawayn19,M,GENERAL PRACTICE,88 LEWIS BAY ROAD,HYANNIS,MA,02601,41.748854,-70.74053599999998,196
61443653-e13f-343c-9787-f9598e440027,49318f80-bd8b-3fc7-a096-ac43088b0c12,Hans694 Halvorson124,M,GENERAL PRACTICE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,260
ff9eb3f3-c5b5-3b57-a9d8-c84c4ec7c78a,fbf6180e-b800-3ebe-b91d-93d0288c400e,Francisco472 Zayas20,M,GENERAL PRACTICE,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,258
e06b6b5e-3d39-39ef-bc53-567016f3aa49,8b58cdd1-3d79-3126-8fe0-da2c54d6805c,Jake169 Pfeffer420,M,GENERAL PRACTICE,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,162
835bba0c-1890-34de-8d09-5becf0d5cd93,4bdaa4c2-c664-3089-aee2-7137abbad27f,Marie754 Lubowitz58,F,GENERAL PRACTICE,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,467
22601ede-26ce-3758-9832-3e0345033604,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Ben667 Pfannerstill264,M,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,325
77d137ec-af1b-36bd-911e-76a24c212d1b,5d4b9df1-93ae-3bc9-b680-03249990e558,Conchita9 Contreras711,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,334
058ac7f5-719d-3294-b279-198e5b300187,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Corene694 Sporer811,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,358
16b7f520-c5a6-3442-bf33-8d57929ef187,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Benedict104 Mraz590,M,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,679
227cbe5d-a380-3354-8295-a22647da8304,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Samual455 Murray856,M,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,60
5ae547ee-ec84-36de-91f9-2c3901dec66f,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Saundra460 Toy286,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,137
b987c55a-19a7-3e75-997b-6d25a3c837e7,4861d01f-019c-3dac-a153-8334e50919f9,Adelia946 Beer512,F,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,355
2060a3df-6619-31e5-b49f-86b0d4ff4023,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Jamison785 Paucek755,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,167
bdf96b5e-3d11-3862-8c6d-9f92d147f398,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Mallie560 Leuschke194,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,492
26d10abb-0e87-3259-8204-12ad29210926,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Romeo514 Jacobs452,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,350
454c3039-7a23-3a3d-8ee6-ebe1837282cf,c44f361c-2efb-3050-8f97-0354a12e2920,Britni406 Prohaska837,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,937
